"SITE","STONE","DISC_CIRC","DISC_WHEN","DISC_WHO","SUBSQ_HIST","CURRENT_SEtting","CURRENT_LOcation","LOC_NOTES","MON_FORM","FORM_NOTES","COMPLETENEss","PRESERVATIon","PRESCONDNOtes","M_SOURCE","M_HEIGHT","M_HT_STATUs","M_WIDTH","M_WDTH_STAtus","M_THICKNESs","M_THCK_STAtus","I_SOURCE","I_HT_FEET","I_HT_INCHEs","I_HT_STATUs","I_WD_FEET","I_WD_INCHEs","I_WDTH_STAtus","I_TH_FEET","I_TH_INCHEs","I_THCK_STAtus","STONE_TYPE","NO_CARVED","DECOR_NOTEs","VISITED"
MUSIC,1,"first mentioned",1845,"Windele, J.",,"in display",museum,,pilsc,,complete,good,,converted,1.6,actual,0.23,actual,0.2,actual,Macalister/1945,5,3,actual,0,9,actual,0,8,actual,,1,,
MVILE,1,"first mentioned",1869,"G. Petrie",,"in ground","on site",,slbns,,incomplete,some,,converted,1.21,actual,0.52,actual,0.08,actual,Macalister/1949,3,11.5,actual,1,8.5,actual,0,3,actual,,1,,
MWROG,1,"first mentioned",1876,"J.O. Westwood",,lost,lost,,pillp,,n/a,n/a,,converted,0.46,uncertain,0.3,uncertain,-0.01,ind,Westwood/1876,1,6,uncertain,1,0,uncertain,0,-0.01,ind,,0,,
NANSW,1,"first mentioned",1846,"Kent, T.",,"in ground",other,,pilsp,,complete,good,,Okasha/1993,1.25,visible,0.37,actual,0.28,actual,Macalister/1945,4,,visible,1,2,actual,0,10,actual,,0,,
NANTC,1,recognised,1958,"D.P. Webley",,"in ground",earliest,,pilsc,,complete,some,,converted,1.4,visible,0.27,actual,0.23,actual,Webley/1958,4,7,visible,0,10.5,actual,0,9,actual,,1,,
NANTD,1,"first mentioned",1847,inc,,lost,lost,,pilsp,,n/a,n/a,,converted,0,n/a,,n/a,,n/a,"n /a",0,-0.01,n/a,,-0.01,n/a,,-0.01,n/a,,0,,
NBRGH,1,"first mentioned",1722,"E. Lhwyd",,"in struct",other,,pilsp,,incomplete,poor,,converted,1.4,visible,0.43,visible,,ind,Macalister/1949,4,7,visible,1,5,visible,,0,ind,,0,,
NBRTH,1,"first mentioned",1698,"Lhwyd, Edward",,lost,lost,,pilsp,,n/a,n/a,,converted,0.76,uncertain,0.43,uncertain,,ind,"Lhwyd (RCAHMW/1925)",2,6,uncertain,1,5,uncertain,,,ind,,0,,
NEVRN,1,"first mentioned",1904,"Romilly Allen, J.",,"in struct",earliest,,pillp,,incomplete,some,,converted,1.59,actual,0.33,actual,0.1,actual,Macalister/1945,5,2.5,actual,1,1,actual,0,4,actual,,0,,
NEVRN,2,"first mentioned",1695,Gibson,,"in ground","on site",,pilsp,,complete,good,,converted,1.93,visible,0.61,actual,0.51,actual,Nash-Williams/1950,6,4,visible,2,0,actual,1,8,actual,,0,,
NEVRN,3,"first mentioned",1695,Gibson,,"in ground",earliest,,fccC10e5,,complete,good,,converted,3.05,visible,0.61,actual,0.46,actual,Macalister/1949,10,0,visible,2,0,actual,1,6,actual,,5+,,
NEVRN,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NEWCA,1,"in/on structure",1853,workmen,,"in display","on site",,recmo,,complete,poor,,RCAHMW/1976,1.9,actual,0.56,actual,0.3,actual,Macal;ister/1949,6,3,actual,1,10,actual,1,0,actual,,2,,
NEWCH,1,"first mentioned",1856,"Capt. Davies",,"in display",museum,,pilsp,,complete,good,,converted,1.88,actual,0.28,actual,0.23,actual,Macalister/1945,6,2,actual,0,11,actual,0,9,actual,,2,,
NEWCH,2,"first mentioned",1700,"Edward Lhuyd",,"in display",museum,,pilsp,,complete,some,,converted,1.56,actual,0.88,actual,0.28,actual,Nash-Williams/1950,5,1.5,actual,2,10.5,actual,0,11,actual,,0,,
NEWLE,1,"first mentioned",1900,"P. Power",,inc,earliest,,pilsp,,inc,inc,,converted,,inc,,inc,,inc,Macalister/1945,,,inc,,,inc,,,inc,,0,,
NEWT,1,"first mentioned",1804,inc,,"in ground",other,,pilsp,,complete,good,,Forsyth/1996,2.09,visible,0.7,actual,0.4,actual,converted,6,10.25,visible,2,3.5,actual,1,3.75,actual,,,,
NOBBE,1,"arch excav",1991,"G. Eogan",,"in struct",earliest,,inc,,inc,inc,,McManus/1991,,inc,,inc,,inc,converted,,,inc,,,inc,,,inc,,0,,
NOBBE,2,"arch excav",1991,"G. Eogan",,"in struct",earliest,,inc,,inc,inc,,McManus/1991,,inc,,inc,,inc,converted,,,inc,,,inc,,,inc,,0,,
NOBBE,3,"arch excav",1991,"G. Eogan",,"in struct",earliest,,inc,,inc,inc,,McManus/1991,,inc,,inc,,inc,,,,,,,,,,,,0,,
OGMOR,1,"in/on structure",1929,inc,,"in display",museum,,fcsB,,incomplete,some,,RCAHMW/1976,0.86,actual,0.7,actual,0.23,actual,Nash-Williams/1950,2,10,actual,2,3.5,actual,0,10,actual,,4,,
OLDIS,1,"first mentioned",1879,"R.R. Brash",,"in struct","on site",,pilsp,,complete,poor,,converted,1.78,actual,0.46,actual,0.18,actual,Macalister/1945,5,10,actual,1,6,actual,0,7,actual,,0,,
OUGHT,1,"in/on structure",1893,"T.J. Westropp",,lost,lost,,slbcr,,n/a,n/a,,Sheehan/1982,,n/a,,n/a,,n/a,,,,,,,,,,,,1,,
OUGHT,2,"in/on structure",1893,"T.J. Westropp",,lost,lost,,slbcr,,n/a,n/a,,Sheehan/1982,,n/a,,n/a,,n/a,,,,,,,,,,,,1,,
PAINT,1,recognised,1898,"John Rhys",,inc,other,,pilsp,,complete,some,,converted,2.24,actual,0.76,actual,0.33,actual,Macalister/1945,7,4,actual,2,6,actual,1,1,actual,,0,,
PALLY,1,"first mentioned",1845,"Way, Albert",,lost,lost,,fcsB,,frgmntry,n/a,,converted,0.25,actual,0.3,actual,0.01,ind,Westwood/1879,0,10,actual,1,0,actual,0,0.01,ind,,4,,
PARAR,1,recognised,1804,"H. Pelham",,unattch,"on site",,pilsp,,complete,some,,converted,1.68,actual,0.25,actual,0.15,actual,Macalister/1945,5,6,actual,0,10,actual,0,6,actual,,0,,
PARAR,2,"first mentioned",1804,"H. Pelham",,lost,lost,,pilsp,,n/a,n/a,,converted,1.3,uncertain,0.24,uncertain,0.18,uncertain,Macalister/1945,4,3,uncertain,0,9.5,uncertain,0,7,uncertain,,0,,
PATRS,1,"first mentioned",1856,"J.O. Westwood",,"on ground",earliest,,eccfn,,complete,good,,converted,,inc,0.81,actual,0.81,actual,Nash-Williams/1950,,0,inc,2,8,actual,2,8,actual,,2,,
PBRYN,1,"first mentioned",1695,"E. Lhwyd",,"in ground",earliest,,pilsp,,complete,good,,converted,1.52,visible,0.76,actual,0.36,actual,Macalister/1945,5,0,visible,2,6,actual,1,2,actual,,0,,
PERNP,1,recognised,1932,Hencken,,"in struct",earliest,,n/a,,n/a,n/a,,n/a,-1,inc,-1,inc,-1,inc,n/a,-1,-1,inc,-1,-1,inc,-1,-1,inc,,0,,
PGWRA,1,"first mentioned",1799,"Antis, J.",,lost,lost,,inc,,frgmntry,n/a,,n/a,-1,n/a,-1,n/a,-1,n/a,n/a,-1,-1,n/a,-1,-1,n/a,-1,-1,n/a,,0,,
PHLLK,1,"in/on structure",1856,"Hockin, Rev F.",,"in ground","on site",,pilsp,,complete,some,,Okasha/1993,1.56,visible,0.5,actual,0.38,actual,Macalister/1945,5,3,visible,1,6,actual,1,,actual,,0,,
PMCH1,1,"in/on structure",1856,workmen,,unattch,"on site",,pillc,,complete,good,,converted,0.71,actual,0.28,actual,0.13,actual,Macalister/1945,2,4,actual,0,11,actual,0,5,actual,,1,,
PMCH1,2,"in/on structure",1856,workmen,,unattch,"on site",,pilsp,,incomplete,some,,converted,1.1,actual,0.15,actual,0.29,actual,Macalister/1945,3,7.5,actual,0,6,actual,0,11.5,actual,,0,,
PMCH1,3,"in/on structure",1856,workmen,,unattch,"on site",,pilsp,,incomplete,some,,converted,0.76,actual,0.25,actual,0.19,actual,Macalister/1945,2,6,actual,0,10,actual,0,7.5,actual,,0,,
PMCH2,1,recognised,1915,"Pritchard, I. M.",,unattch,other,,pilsp,,incomplete,poor,,converted,1,actual,0.18,actual,0.25,actual,Macalister/1945,3,3.5,actual,0,7,actual,0,10,actual,,0,,
PMRFA,1,"in/on structure",1881,"Griffiths, Cptn .E",,"in display","on site",,pilsp,,incomplete,some,,converted,1.66,actual,0.33,actual,0.15,actual,Macalister/1945,5,5.5,actual,1,1,actual,0,6,actual,,0,,
PNZAN,1,"first mentioned",1845,"Courtney, J. S.",,"in ground",other,,inc,,complete,some,,Okasha/1993,2.15,visible,0.56,actual,0.25,actual,Macalister/1949,7,,visible,1,9,actual,,9.5,actual,,4,,
POLCH,1,recognised,1931,inc,,"in display",museum,,ind,,frgmntry,some,,Forsyth/1996,2.54,actual,0.82,actual,0.57,actual,converted,8,4,actual,2,8.25,actual,1,10.5,actual,,0,,
POMCK,1,"first mentioned",1868,"Rev. J. Shearman",,lost,lost,,inc,,n/a,n/a,,converted,,n/a,,n/a,,n/a,Macalister/1945,,,n/a,,,n/a,,,n/a,,0,,
PONTS,1,"first mentioned",1694,"E. Lhwyd",,lost,lost,,pilsp,,n/a,n/a,,converted,1.37,uncertain,0.46,uncertain,0.3,uncertain,Lhwyd/1910,4,6,uncertain,1,6,uncertain,1,0,uncertain,,0,,
POOL,1,"arch excav",1984,inc,,"in display",museum,,slbns,,frgmntry,some,,Forsyth/1996,0.85,actual,0.5,actual,0.6,actual,converted,2,9.5,actual,1,7.75,actual,1,11.5,actual,,,,
PRCMB,1,"first mentioned",1797,"S. Badcock",,lost,lost,,n/a,,n/a,n/a,,n/a,-1,,-1,,-1,,n/a,-1,-1,,-1,-1,,-1,-1,,,0,,
PRHOS,1,"first mentioned",,inc,,"in display","on site",,pilsp,,complete,good,,converted,1.52,actual,0.83,actual,0.2,actual,Macalister,5,,actual,2,8.5,actual,,8,actual,,0,,
PRIES,1,"first mentioned",1906,"P. Power",,"in ground",earliest,,pilsp,,incomplete,some,,converted,2.13,actual,0.79,actual,0.85,actual,Macalister/1945,7,0,actual,2,7,actual,2,9.5,actual,,0,,
PRKLA,1,"first mentioned",1902,"Macalister, R.A.S.",,"in display",museum,,pilsp,,complete,some,,converted,1.08,actual,0.3,actual,0.18,actual,Macalister/1945,3,6.5,actual,1,0,actual,0,7,actual,,0,,
PRTT1,1,recognised,1839,inc,,"in display",museum,,rrmil,,incomplete,good,,converted,1.52,visible,0.48,actual,0.25,actual,Macalister/1945,5,0,visible,1,7,actual,0,10,actual,,0,,
PRTT2,1,"first mentioned",1857,"Westwood, J. O.",,"in display",museum,,pilsc,,incomplete,some,,RCAHMW/1976,1.14,visible,0.38,actual,0.38,actual,Macalister/1949,4,8,visible,1,1.5,actual,1,1.5,actual,,3,,
PRTT3,1,"in/on structure",1869,workmen,,"in display",museum,,slbns,,incomplete,good,,RCAHMW/1976,0.28,actual,0.25,actual,0.1,actual,Macalister/1949,0,11,actual,0,10.5,actual,0,3.75,actual,,1,,
PRTT4,1,"in/on structure",1900,"Thomas, J. G.",,"in display",museum,,fscuc,,frgmntry,poor,,RCAHMW/1976,0.47,actual,0.33,actual,0.08,actual,Macalister/1949,1,6.5,actual,1,0.5,actual,0,3,actual,,1,,
PRTYV,1,recognised,1894,"P.M.C. Kermode",,"in display",museum,,slbcr,,complete,good,,converted,,actual,0.86,actual,,actual,Kermode/1907,7,,actual,2,10,actual,,5,actual,,1,,
PUNCH,1,"first mentioned",1698,"Lhwyd, Edward",,lost,lost,,pilsp,,n/a,n/a,,converted,1.37,uncertain,0.61,uncertain,,ind,"Lhwyd (RCAHMW/1925)",4,6,uncertain,2,0,uncertain,,,ind,,0,,
PYFAI,1,"non-arch dig",1968,"Parsons, Robert",,"in display",museum,,pilsc,,complete,some,,RCAHMW/1976,1.27,actual,0.59,actual,0.2,actual,converted,4,2,actual,1,11.25,actual,0,7.75,actual,,1,,
RACOB,1,"first mentioned",1886,"Mr. Barry",,"on ground","on site",,pilsp,,complete,some,,converted,1.42,actual,0.28,actual,0.25,actual,Macalister/1945,4,8,actual,0,11,actual,0,10,actual,,0,,
RAMSY,1,recognised,1967,"Alison, Richard",,inc,museum,,fragy,,frgmntry,poor,,Okasha/1970,0.25,actual,0.28,actual,0.04,actual,converted,0,9.75,actual,0,11,actual,0,1.5,actual,,1,,
RANTA,1,"first mentioned",1875,"S. Ferguson",,"in ground",earliest,,pillp,,incomplete,good,,converted,0.64,visible,0.27,actual,0.11,actual,Macalister/1945,2,1,visible,0,10.5,actual,0,4.5,actual,,0,,
RATAS,1,"in/on structure",1975,"T. Fanning",,"on ground","on site",,pilsc,,incomplete,some,,Fanning/1977,1.45,actual,0.34,actual,0.2,actual,converted,4,9,actual,1,1.5,actual,0,7.75,actual,,1,,
RATHD,1,inc,,inc,,"in ground",museum,,pilsp,,incomplete,good,,converted,1.08,actual,0.2,actual,0,inc,Macalister/1949,3,6.5,actual,0,8,actual,0,0,inc,,1,,
RATHK,1,"in/on structure",1996,"E. Rynne",,"in struct",earliest,,pilsp,,incomplete,inc,,OSullivan/Sheehan/1996,1.25,actual,0,n/a,0,n/a,converted,4,1.25,actual,0,0,n/a,0,0,n/a,,0,,
RBANE,1,"first mentioned",1873,"Patterson, W. H.",,lost,lost,,ind,,n/a,n/a,,n/a,-0.01,ind,-0.01,ind,-0.01,ind,n/a,,-0.01,ind,,-0.01,ind,,-0.01,ind,,1,,
RCMMN,1,"first mentioned",1863,"G. Petrie",,lost,lost,,inc,,inc,inc,,converted,,n/a,,n/a,,n/a,Macalister/1945,,,n/a,,,n/a,,,n/a,,0,,
RCROG,2,"first mentioned",1864,Fergusson,,"in struct","on site",,arcli,,complete,poor,,converted,1.4,actual,0.56,visible,0.25,visible,Macalister/1945,4,7,actual,1,10,visible,0,10,visible,,0,,
RDRTH,1,"first mentioned",1740,"Borlase, W.",,lost,lost,,pilsp,,n/a,n/a,,converted,1.07,uncertain,0.25,uncertain,0,uncertain,Borlase/1740,3,6,uncertain,0,10,uncertain,0,0,uncertain,,1,,
REASK,1,"first mentioned",1878,"G. Petrie",,"in ground","on site",,slbcr,,complete,good,,Fanning/1981,1.64,actual,0.6,actual,0.26,actual,converted,5,4.5,actual,1,11.5,actual,0,10.25,actual,,1,,
REASK,2,"first mentioned",1830,"J. Windele",,"in ground","on site",,slbcr,,complete,good,,Fanning/1981,1.14,actual,0.13,actual,0,uncertain,converted,3,9,actual,0,5,actual,0,0,uncertain,,1,,
REDGT,1,"first mentioned",1600,"W. Camden",,"in ground",earliest,,fcsA,,frgmntry,poor,,Okasha/1993,1.4,visible,0.85,actual,0.54,actual,Macalister/1949,4,6,visible,2,4,actual,1,9,actual,,4,,
RFILD,1,"in/on structure",1879,"R.R. Brash",,inc,other,,pilsp,,complete,poor,,converted,1.43,actual,0.3,actual,0.15,actual,Macalister/1945,4,8.25,actual,1,0,actual,0,6,actual,,0,,
RFILD,2,"in/on structure",1879,"R.R. Brash",,inc,other,,pilsp,,complete,inc,,converted,2.13,uncertain,0,n/a,0,n/a,Macalister/1945,7,0,uncertain,0,0,n/a,0,0,n/a,,0,,
RFILD,3,"in/on structure",1879,"R.R. Brash",,inc,other,,ind,,frgmntry,n/a,,converted,0.3,uncertain,0,n/a,0,n/a,Macalister/1945,1,0,uncertain,0,0,n/a,0,0,n/a,,0,,
RFILD,4,"in/on structure",1879,"R.R. Brash",,inc,other,,pilsp,,complete,inc,,converted,1.07,actual,0.28,actual,0.36,actual,Macalister/1945,3,6,actual,0,11,actual,1,2,actual,,0,,
RFILD,5,"first mentioned",1891,"Rev. E. Barry",,lost,lost,,ind,,n/a,n/a,,converted,,n/a,0,n/a,0,n/a,Macalister/1945,,,n/a,0,0,n/a,0,0,n/a,,0,,
RFILD,6,"first mentioned",1891,"Rev. E. Barry",,lost,lost,,ind,,n/a,n/a,,,,,,,,,Macalister/1945,0,0,uncertain,0,0,uncertain,0,0,uncertain,,0,,
RGLAS,1,"first mentioned",1910,"P. McDonnell",,"in struct",earliest,,pilsp,,complete,inc,,converted,1.22,actual,0.81,actual,0.46,actual,Macalister/1945,4,0,actual,2,8,actual,1,6,actual,,0,,
RHDDL,1,"first mentioned",1808,"S. Meyrick",,"in ground",other,,pilsp,,complete,good,,converted,1.78,visible,0.36,actual,0.2,actual,Macalister/1945,5,10,visible,1,2,actual,0,8,actual,,0,,
RIALT,1,"first mentioned",1814,"Lysons and Lysons",,"in struct","on site",,pilsp,,incomplete,good,,Okasha/1993,1.66,actual,0.56,actual,1,visible,Macalister/1945,5,7,actual,1,8,actual,,0.25,visible,,0,,
ROSCR,1,"first mentioned",1870,"Miss Boxwell",,unattch,museum,,slbns,,incomplete,some,,converted,0.56,actual,0.41,actual,0.08,actual,Macalister/1949,1,10,actual,1,4,actual,0,3,actual,,1,,
ROSCR,2,recognised,1858,"Sgt. Waters",,lost,lost,,slbns,,inc,inc,,converted,0,inc,,inc,,inc,Macalister/1949,0,0,inc,0,,inc,,,inc,,0,,
ROSSH,1,"first mentioned",1903,"J. Rhys",,"in struct",museum,,fragy,,frgmntry,inc,,converted,,n/a,,n/a,,n/a,Macalister/1949,,,n/a,,,n/a,,,n/a,,0,,
ROVMO,1,"in/on structure",1866,"Gen. Pitt-Rivers",,"in display",museum,,pilsp,,incomplete,good,,converted,2.13,actual,0.32,actual,0.2,actual,Macalister/1945,7,0,actual,1,0.5,actual,0,8,actual,,0,,
ROVMO,2,"in/on structure",1866,"Gen. Pitt-Rivers",,"in display",museum,,pilsp,,complete,good,,converted,2.45,actual,0.76,actual,0.2,actual,Macalister/1945,8,0.5,actual,2,6,actual,0,8,actual,,0,,
ROVMO,3,"in/on structure",1866,"Gen. Pitt-Rivers",,"in display",museum,,pilsp,,incomplete,good,,converted,2.13,actual,0.64,actual,0.18,actual,Macalister/1945,7,0,actual,2,1,actual,0,7,actual,,0,,
RSOLV,1,"first mentioned",1846,"Westwood, J.O.",,inc,museum,,pillc,,incomplete,some,,RCAHMW/1976,0.86,actual,0.66,actual,0.2,actual,Nash-Williams/1950,2,9,actual,1,10,actual,0,9,actual,,1,,
RTHCA,1,recognised,1896,"Barry, E.",,"on ground","on site",,pillp,,complete,some,,converted,1.73,visible,0.61,actual,0.14,actual,Macalister/1945,5,8,visible,2,0,actual,0,5.5,actual,,0,,
RTHCA,2,"in/on structure",1945,"Macalister. R. A. S.",,"in display",museum,,ind,,frgmntry,poor,,converted,0.23,actual,0.1,actual,0.1,actual,Macalister/1945,0,9,actual,0,4,actual,0,4,actual,,0,,
RTHDF,1,"first mentioned",1945,"R.A.S. Macalister",,"in ground",earliest,,pilsc,,complete,good,,Cuppage/etal/1986,0.94,visible,0.27,actual,0.12,actual,Macalister/1945,3,8,visible,0,10.5,actual,0,4,actual,,1,,
RTHDF,2,"in/on structure",1940,"O'Sullivan, P.",,"on ground","on site",,pillp,,incomplete,some,,Cuppage/etal/1986,1.3,actual,0.33,actual,0.12,actual,Macalister/1945,4,1,actual,1,1,actual,0,5,actual,,0,,
RTHKE,1,"first mentioned",1949,Raftery,,"in struct",earliest,,inc,,inc,inc,,McManus/1991,,n/a,,n/a,,n/a,converted,,,n/a,,,n/a,,,n/a,,0,,
RTHKE,2,"first mentioned",1949,Raftery,,"in struct",earliest,,ind,,inc,inc,,McManus/1991,,n/a,,n/a,,n/a,converted,,,n/a,,,n/a,,,n/a,,0,,
RTHKE,3,"first mentioned",1949,Raftery,,lost,lost,,ind,,n/a,n/a,,McManus/1991,,n/a,,n/a,,n/a,converted,,,n/a,,,n/a,,,n/a,,-1,,
RTHOD,1,"in/on structure",1853,Hitchcock,,"in struct",museum,,pilsp,,incomplete,some,,inc,,inc,,inc,,inc,inc,,,inc,,,inc,,,inc,,0,,
RTHOD,2,"in/on structure",1853,Windele,,"in struct",other,,pillp,,incomplete,some,,converted,1.24,actual,0.09,actual,0.33,actual,Macalister/1945,4,1,actual,0,3.5,actual,1,1,actual,,0,,
RUSHE,1,"first mentioned",1916,"Srgt. Lyons",,inc,inc,,pilsp,,frgmntry,good,,converted,1.26,visible,0.43,inc,0.33,inc,Macalister/1945,4,1.5,visible,1,5,inc,1,1,inc,,0,,
RUSHN,1,"non-arch dig",1871,"Rev F.B. Grant",,"in display",museum,,pillp,,complete,good,,converted,1.13,actual,0.37,actual,,actual,Kermode/1907,3,8.5,actual,1,2.5,actual,,4,actual,,0,,
RUSHN,2,"non-arch dig",1871,"Rev. F.B. Grant",,"in display",museum,,pillp,,incomplete,poor,,converted,0.52,actual,,actual,,actual,Kermode/1907,1,8.5,actual,,5,actual,,5,actual,,0,,
SANTN,1,"non-arch dig",1782,Oswald,,"in display","on site",,pilsp,,complete,good,,converted,1.14,actual,,actual,,actual,Kermode/1907,3,9,actual,,9,actual,,4.5,actual,,0,,
SBRID,1,"first mentioned",1698,"Lhwyd, Edward",,lost,lost,,pilsp,,n/a,n/a,,n/a,,ind,,ind,,ind,n/a,,,ind,,,ind,,,ind,,0,,
SCATT,1,"first mentioned",1878,"G. Petrie",,"in ground",earliest,,slbbd,,complete,good,,inc,,inc,,inc,,inc,inc,,,inc,,,inc,,,inc,,1,,TRUE
SCETH,1,"first mentioned",1695,"Gibbs Camden",,"in ground",other,,pilsp,,complete,some,,converted,1.45,visible,0.46,visible,0.46,visible,Macalister/1945,4,9,visible,1,6,visible,1,6,visible,,0,,
SCHUD,1,recognised,1899,"Power, Canon",,"in display",museum,,pillp,,complete,some,,converted,1.37,actual,0.38,actual,0.15,actual,Macalister/1945,4,6,actual,1,3,actual,0,6,actual,,0,,
SCLEM,1,"first mentioned",1754,"Borlase, W.",,"in ground","on site",,inc,,complete,some,,Okasha/1993,2.26,visible,0.4,actual,0.37,actual,Macalister/1945,9,,visible,1,4,actual,1,2,actual,,1,,
SCOLM,1,"first mentioned",1858,Blight,,"in ground","on site",,pillc,,complete,good,,Okasha/1993,1.34,visible,0.65,actual,0.26,actual,Macalister/1945,4,3.5,visible,2,1,actual,,10,actual,,2,,
SCRED,1,recognised,1895,"A. Langdon",,"in ground","on site",,fccB8e5,,incomplete,some,,Okasha/1993,1.8,visible,0.33,actual,0.19,actual,Langdon/1896,6,1.5,actual,1,9,actual,,7.5,actual,,5+,,
SCRED,2,"first mentioned",1895,"A. Langdon",,"in ground","on site",,fccA8e5,,complete,good,,Okasha/1993,2.28,visible,0.29,actual,0.28,actual,Macalister/1949,8,3,visible,,,inc,,,inc,,5+,,
SDAV1,1,recognised,1895,"Williams, H. N",,"in display",other,,pilsp,,complete,some,,converted,1.4,visible,0.48,actual,0.36,actual,Macalister/1945,4,7,visible,1,7,actual,1,2,actual,,0,,
SDAV2,1,"first mentioned",1856,"Westwood, J. O.",,unattch,other,,pilsc,,complete,good,,converted,1.14,actual,0.66,actual,0.36,actual,Macalister/1949,3,9,actual,2,2,actual,1,2,actual,,2,,
SDAV3,1,"first mentioned",1876,"Westwood, J. O.",,unattch,"on site",,fcbas,,frgmntry,poor,,converted,0.81,actual,0.5,actual,0.43,actual,Nash-Williams/1950,2,8,actual,1,7.5,actual,1,5,actual,,0,,
SDAV3,2,"in/on structure",1939,workmen,,"in display","on site",,pillc,,complete,good,,converted,0.56,actual,0.25,actual,0.1,actual,Nash-Williams/1950,1,10,actual,0,10,actual,0,4,actual,,2,,
SDAV3,3,"in/on structure",1891,"Mr. Morgan",,"in struct","on site",,pillc,,incomplete,some,,converted,0.69,visible,0.28,visible,0.01,ind,Macalister/1949,2,3,visible,0,11,visible,0,0.01,ind,,2,,
SDAV3,4,"first mentioned",1925,"Royal Commission",,"in display","on site",,pillc,,incomplete,some,,converted,0.6,actual,0.25,actual,0.01,ind,Nash-Williams/1950,1,11.5,actual,0,10,actual,0,0.01,ind,,1,,
SDAV4,1,"in/on structure",1955,"Ministry of Works",,unattch,"on site",,pilsc,,complete,good,,converted,0.33,actual,0.15,actual,0.11,actual,Craster/1957,1,1,actual,0,6,actual,0,4.5,actual,,1,,
SDOGM,1,"first mentioned",1694,"Gibson's Camden",,unattch,"on site",,pillp,,complete,some,,converted,2.13,actual,0.48,actual,0.2,actual,Macalister/1945,7,0,actual,1,7,actual,0,7.75,actual,,0,,
SDOGM,2,"first mentioned",1914,"Royal Commission",,unattch,"on site",,pilsc,,incomplete,some,,converted,1.37,actual,0.36,actual,0.24,actual,Nash-Williams/1950,4,6,actual,1,2,actual,0,9.5,actual,,1,,
SDOGW,1,recognised,1875,"Romilly Allen, J.",,"in ground",other,,pilsp,,complete,some,,converted,1.85,visible,0.53,actual,0.23,actual,Macalister/1945,6,1,visible,1,9,actual,0,9,actual,,0,,
SEDRN,1,"first mentioned",1883,"Romilly Allen",,"in struct","on site",,pillc,,complete,some,,converted,0.6,actual,0.24,actual,0.11,actual,Nash-Williams/1950,1,11.5,actual,0,9.5,actual,0,4.5,actual,,1,,
SEDRN,2,"first mentioned",1896,"Romilly Allen, J.",,"in struct","on site",,pillc,,complete,some,,converted,0.69,actual,0.36,actual,0.01,ind,Nash-Williams/1950,2,3,actual,1,2,actual,0,0.01,ind,,1,,
SEIRK,1,"first mentioned",1949,"R. A. S. Macalister",,"in ground",earliest,,slbcr,,inc,poor,,converted,1.68,actual,0.66,actual,0.1,actual,Macalister/1949,5,6,actual,2,2,actual,0,4,actual,,1,,
SENDL,1,"first mentioned",1753,"Tregeare, James",,"in ground","on site",,pilsc,,complete,some,,Okasha/1993,1.49,visible,0.31,actual,0.21,actual,Macalister/1945,4,6,visible,,11.5,actual,,8,actual,,1,,
SFORD,1,"first mentioned",1772,"Dubordieu, J.",,lost,lost,,ind,,n/a,n/a,,converted,0.76,uncertain,0.46,uncertain,0,ind,Macalister/1949,2,6,uncertain,1,6,uncertain,0,-0.01,ind,,0,,
SHANK,1,"first mentioned",1969,"M. Doyle",,"in display",museum,,inc,,complete,inc,,McManus/1991,57,actual,14,actual,5.5,actual,converted,187,0,actual,45,11.25,actual,18,0.5,actual,,0,,
SHILL,1,recognised,1891,"S.J. Wills",,"in ground","on site",,pilsc,,incomplete,some,,Okasha/1993,1.68,visible,0.34,actual,0.33,actual,converted,5,6.25,visible,1,1.5,actual,1,1,actual,,1,,
SHLRY,1,"in/on structure",1853,workmen,,"in ground","on site",,pilsp,,complete,good,,Okasha/1993,1.93,visible,0.52,actual,0.26,actual,Macalister/1945,6,6,visible,1,8,actual,0,10,actual,,1,,
SHNKL,1,recognised,1910,"Mr Tobin",,inc,other,,slbns,,complete,good,,converted,0.36,actual,0.24,actual,0.08,actual,Macalister/1949,1,2.25,actual,0,9.5,actual,0,3.25,actual,,1,,
SILCH,1,"arch excav",1893,Fox,,"in display",museum,,rrarc,,incomplete,some,,converted,0.6,actual,0.36,actual,0.36,actual,Macalister/1945,1,11.5,actual,1,2,actual,1,2,actual,,0,,TRUE
SISHM,1,"in/on structure",1846,"G.G. Francis",,"in struct",earliest,,pilsp,,incomplete,some,,converted,1.47,actual,0.27,actual,,inc,Macalister/1945,4,10,actual,0,10.5,actual,,,inc,,0,,
SISHM,2,"in/on structure",1906,"Rev. G.E. Evans",,"in struct",earliest,,pilsp,,incomplete,some,,converted,0.72,actual,,actual,,inc,Macalister/1945,2,4.5,actual,,8,actual,,,inc,,0,,
SISML,1,inc,,inc,,"in display",museum,,pillc,,incomplete,poor,,Edwards/Forthcoming,0.52,actual,0.3,actual,0.09,actual,converted,1,8.5,actual,0,11.75,actual,0,3.5,actual,,1,,
SJUST,1,"in/on structure",1834,"Buller, Rev. J.",,"in display","on site",,pilsp,,complete,good,,Okasha/1993,1.04,visible,0.37,actual,0.29,actual,Macalister/1945,3,5,visible,1,2,actual,0,10,actual,,1,,
